Research_Topic_Num,Aligned_Policy_Topic_Num,Similarity_Score,Research_Topic_Label,Aligned_Policy_Topic_Label
526,92,0.21846943873020425,"Topic 526: covid 19, covid, pandemic, 19, youth","Topic 92: europe, social, crisis, cohesion, recovery"
585,27,0.366466770746468,"Topic 585: ant, myrmecochorous, dispersal, seed, diaspores","Topic 27: food, labelling, regulations, additives, packaged"
189,34,0.5435185804740282,"Topic 189: mental, alcohol, mental medicine, synergetic, disorders","Topic 34: agricultural, farmers, purpose act, rural, contribute"
281,82,0.2242064548901675,"Topic 281: oil, humic, contaminated, oil products, crude oil","Topic 82: variety, plant, varieties, breeder, breeders"
208,59,0.5165079672862205,"Topic 208: invasive, invasion, genetic, native, introduced","Topic 59: cooperative, cooperatives, operatives, societies, members"
139,28,0.5518612639847569,"Topic 139: oyster, reefs, oysters, reef, oyster reefs","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
518,28,0.4662819379409198,"Topic 518: grouse, sage grouse, sage, prairie chicken, leks","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
529,5,0.40752750650457265,"Topic 529: methylation, epigenetic, dna methylation, hatchery, epiradseq","Topic 5: waste, waste management, recycling, hazardous, disposal"
527,28,0.5422350970817769,"Topic 527: sponge, sponges, coral, italic ac, reefs","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
646,8,0.5941634721942883,"Topic 646: methylation, dna methylation, dna, wide dna, epigenetic","Topic 8: land, registration, property, act, court"
405,28,0.4723871735258832,"Topic 405: microsatellite, microsatellites, genotyping, loci, markers","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
633,59,0.3853891008418103,"Topic 633: case cwc, cwc jats, cwc, setosum, setosum jats","Topic 59: cooperative, cooperatives, operatives, societies, members"
334,5,0.4973812174391096,"Topic 334: elemental, stoichiometric, stoichiometry, phosphorus, ecological stoichiometry","Topic 5: waste, waste management, recycling, hazardous, disposal"
346,97,0.5551149303474672,"Topic 346: qtp, case qtp, qtp jats, chloroplast, glacial","Topic 97: small, enterprises, fund, small medium, medium enterprises"
267,7,0.5032543081558247,"Topic 267: metabarcoding, dna, pcr, tag, primers","Topic 7: nutrition, agriculture, food, sector, food security"
577,77,0.5581229539405613,"Topic 577: paleobiology, conservation paleobiology, conservation, geohistorical, uct","Topic 77: land, crown, lands, fence, crown lands"
100,20,0.6092981743066817,"Topic 100: anpp, drought, precipitation, stability, extreme drought","Topic 20: climate, climate change, change, greenhouse, emissions"
481,75,0.39570319369266066,"Topic 481: cognitive, task, solving, string, problem solving","Topic 75: hunting, game, game hunting, game animals, hunting licence"
499,59,0.4010940787748922,"Topic 499: han, kadai, tai kadai, tai, speaking","Topic 59: cooperative, cooperatives, operatives, societies, members"
226,27,0.40443216667373216,"Topic 226: glacier, microbial, permafrost, bacterial, soils","Topic 27: food, labelling, regulations, additives, packaged"
497,97,0.43743006143549734,"Topic 497: squirrels, squirrel, red squirrels, gray squirrel, italic sciurus","Topic 97: small, enterprises, fund, small medium, medium enterprises"
284,28,0.4642635434803671,"Topic 284: zooplankton, mesozooplankton, zooplankton community, copepod, copepods","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
345,1,0.5243672488653601,"Topic 345: electric, charging, vehicle, vehicles, electricity","Topic 1: agricultural, export, marketing, products, meat"
268,28,0.39973828187873506,"Topic 268: biocrusts, biocrust, moss, cyanobacteria, dryland","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
649,77,0.37346440766577055,"Topic 649: china, bowersi, bowersi jats, flavopunctatus jats, flavopunctatus","Topic 77: land, crown, lands, fence, crown lands"
193,37,0.4186614884692591,"Topic 193: education, students, environmental education, teaching, ecological culture","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
301,11,0.3805996402315899,"Topic 301: pleistocene, glacial, late pleistocene, ancient, reindeer","Topic 11: protected, areas, protected areas, park, parks"
304,27,0.3599839420246834,"Topic 304: flowering, flowering time, selection, flc jats, flc","Topic 27: food, labelling, regulations, additives, packaged"
586,59,0.5432758531943572,"Topic 586: tadpoles, predators, metamorphosis, italic tadpoles, plasticity","Topic 59: cooperative, cooperatives, operatives, societies, members"
519,73,0.5689144255518921,"Topic 519: stereo, video, mpa, underwater, diver","Topic 73: model, animals, animal, entry union, consignments"
406,23,0.09163731708584136,"Topic 406: mating, male, males, female, mated","Topic 23: radiation, nuclear, radioactive, radioactive waste, ionising radiation"
652,108,0.3540948527882779,,"Topic 108: inserting, municipal, inserting section, regarding, mayor"
338,97,0.3304637726713538,"Topic 338: sperm, sperm competition, mating failure, paternity, mating","Topic 97: small, enterprises, fund, small medium, medium enterprises"
278,89,0.38616989324247675,"Topic 278: trout, trophic, lake, walleye, fish","Topic 89: information, access information, access, disclosure, right access"
442,5,0.36949395464959545,"Topic 442: rice, weedy, weedy rice, wr, cultivated rice","Topic 5: waste, waste management, recycling, hazardous, disposal"
272,27,0.43179270040733575,"Topic 272: antibiotic, args, resistance, antibiotic resistance, resistance genes","Topic 27: food, labelling, regulations, additives, packaged"
353,97,0.5290638509657218,"Topic 353: rice, bronze, archaeobotanical, bronze age, neolithic","Topic 97: small, enterprises, fund, small medium, medium enterprises"
319,82,0.274662926368127,"Topic 319: epiphyte, epiphytes, vascular, vascular epiphytes, epiphyte species","Topic 82: variety, plant, varieties, breeder, breeders"
183,37,0.5685751851561566,"Topic 183: penguins, penguin, breeding, adélie, antarctic","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
260,27,0.38189534501448585,"Topic 260: cave, cavefish, subterranean, caves, surface","Topic 27: food, labelling, regulations, additives, packaged"
81,37,0.5673217218685777,"Topic 81: aposematic, coloration, warning, color, camouflage","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
448,62,0.3128751180904146,"Topic 448: case mr, mr jats, case smr, smr jats, mr","Topic 62: antimicrobial, resistance, amr, antimicrobial resistance, antibiotic"
80,27,0.48378977864345746,"Topic 80: crop, crops, yield, weed, agricultural","Topic 27: food, labelling, regulations, additives, packaged"
560,28,0.38971756270639774,"Topic 560: seed predation, seed, predation, recruitment, seed head","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
170,59,0.6066670748256329,"Topic 170: snps, adaptation, adaptive, genetic, climate","Topic 59: cooperative, cooperatives, operatives, societies, members"
362,97,0.5734157766534109,"Topic 362: acoustic telemetry, telemetry, acoustic, receiver, receivers","Topic 97: small, enterprises, fund, small medium, medium enterprises"
84,59,0.541423280452409,"Topic 84: mhc, case mhc, mhc jats, immune, tlr","Topic 59: cooperative, cooperatives, operatives, societies, members"
363,27,0.52447997237589,"Topic 363: rs, ha, farmer, farmers, returns","Topic 27: food, labelling, regulations, additives, packaged"
627,37,0.5790315907429052,"Topic 627: governance, actors, stakeholder, social learning, network governance","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
631,123,0.4648290857668533,"Topic 631: predation, caterpillars, shelter, shelters, caterpillar","Topic 123: marine, designates area, instrument designates, described schedule, area described"
72,97,0.3960772063843834,"Topic 72: suitable, distribution, climate, suitable habitat, future","Topic 97: small, enterprises, fund, small medium, medium enterprises"
87,97,0.335668207692221,"Topic 87: extracts, extract, antioxidant, ml, activity","Topic 97: small, enterprises, fund, small medium, medium enterprises"
468,97,0.326005280473425,"Topic 468: wolf, wolves, attitudes, livestock, acceptance","Topic 97: small, enterprises, fund, small medium, medium enterprises"
118,59,0.5475762413607614,"Topic 118: genetic, genetic structure, structure, sea, population structure","Topic 59: cooperative, cooperatives, operatives, societies, members"
256,59,0.5552164430479496,"Topic 256: metals, heavy metals, heavy, soils, contamination","Topic 59: cooperative, cooperatives, operatives, societies, members"
184,27,0.41662817284456916,"Topic 184: gut, microbiota, microbiome, microbiomes, fish","Topic 27: food, labelling, regulations, additives, packaged"
387,97,0.4370896366045361,"Topic 387: burrowing, burrow, burrowing mammals, digging, mammals","Topic 97: small, enterprises, fund, small medium, medium enterprises"
214,5,0.3807846070473203,"Topic 214: phytoplankton, nutrient, phytoplankton community, light, cell","Topic 5: waste, waste management, recycling, hazardous, disposal"
253,27,0.5572161566783929,"Topic 253: plumage, coloration, tawny, morph, brown","Topic 27: food, labelling, regulations, additives, packaged"
124,5,0.39551871372614267,"Topic 124: concrete, cement, waste, materials, ceramic","Topic 5: waste, waste management, recycling, hazardous, disposal"
659,97,0.46643968071323244,,"Topic 97: small, enterprises, fund, small medium, medium enterprises"
389,28,0.2759285181665033,"Topic 389: mitogenome, mitogenomes, mitochondrial, pcgs, codon","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
385,77,0.4261556738798771,"Topic 385: colony, colonies, ant, ants, polydomous","Topic 77: land, crown, lands, fence, crown lands"
137,59,0.49109246720225563,"Topic 137: liana, lianas, trees, tree, liana species","Topic 59: cooperative, cooperatives, operatives, societies, members"
318,97,0.2817006710872578,"Topic 318: genetic, spruce, picea, italic picea, china","Topic 97: small, enterprises, fund, small medium, medium enterprises"
207,5,0.5180314193261246,"Topic 207: assembly, community, phylogenetic, community assembly, communities","Topic 5: waste, waste management, recycling, hazardous, disposal"
374,27,0.3038856107897234,"Topic 374: students, anxiety, school, heart, information load","Topic 27: food, labelling, regulations, additives, packaged"
452,77,0.39572475585048933,"Topic 452: multifunctionality, functions, ecosystem, multiple functions, biodiversity","Topic 77: land, crown, lands, fence, crown lands"
478,27,0.5234520589542497,"Topic 478: urban, tree, street, trees, urban tree","Topic 27: food, labelling, regulations, additives, packaged"
303,27,0.36270219680710036,"Topic 303: mitochondrial, mitochondrial genome, genes, phylogenetic, pcgs","Topic 27: food, labelling, regulations, additives, packaged"
125,27,0.4276197807777095,"Topic 125: tick, ticks, lyme, burgdorferi, ixodes","Topic 27: food, labelling, regulations, additives, packaged"
421,28,0.532612782150099,"Topic 421: radio, localisation, tracking, tags, localization","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
648,27,0.535765906173812,"Topic 648: mycobiota, soil, microbes, microbial, soil microbial","Topic 27: food, labelling, regulations, additives, packaged"
418,76,0.34708265529671223,"Topic 418: hibernation, torpor, hibernating, heat, mane","Topic 76: dakota, south dakota, district, south, chief engineer"
573,59,0.4767035949422318,"Topic 573: flegt, governance, rights, conservation, tiger","Topic 59: cooperative, cooperatives, operatives, societies, members"
473,27,0.45729037303119785,"Topic 473: dinoflagellates, dinoflagellate, ciliophora, sup cells, ice","Topic 27: food, labelling, regulations, additives, packaged"
438,75,0.3998888172995852,"Topic 438: subspecies, mitochondrial, genetic, weka, hawaiian","Topic 75: hunting, game, game hunting, game animals, hunting licence"
520,97,0.3124717048895099,"Topic 520: poaching, ranger, patrols, illegal, rhinoceros","Topic 97: small, enterprises, fund, small medium, medium enterprises"
194,37,0.4187196035056433,"Topic 194: salamander, genetic, connectivity, gene flow, landscape","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
355,28,0.4821013177796857,"Topic 355: smw, whitefly, week, borer, pests","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
356,95,0.4440527980879972,"Topic 356: sentinel, optical, classification, landsat, images","Topic 95: health, care, ncds, strategic, health care"
556,27,0.6145722785657781,"Topic 556: nps, nanoparticles, oxide nanoparticles, cuo nps, cuo","Topic 27: food, labelling, regulations, additives, packaged"
590,47,0.6939922544187204,"Topic 590: scent marks, scent, marks, chemical signals, chemical","Topic 47: varieties, directive, seed, vegetable, plant"
504,28,0.3344417930425974,"Topic 504: protist, protists, myxomycetes, 18s, sequences","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
613,73,0.43534951801158855,"Topic 613: mining, restoration, msrs, site restoration, relinquishment","Topic 73: model, animals, animal, entry union, consignments"
323,28,0.4346920960313686,"Topic 323: la, que, en, los, las","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
494,5,0.6516498614048104,"Topic 494: foraminifera, foraminiferal, planktonic foraminifera, planktonic, benthic foraminifera","Topic 5: waste, waste management, recycling, hazardous, disposal"
104,27,0.46441498729758324,"Topic 104: camera, duiker, mammal, chimpanzee, park","Topic 27: food, labelling, regulations, additives, packaged"
640,97,0.31604616047839623,"Topic 640: macrosystems, macrosystems biology, csis, holarchic, scales","Topic 97: small, enterprises, fund, small medium, medium enterprises"
178,27,0.45773466978210425,"Topic 178: arthropod, arthropods, arthropod communities, roofs, arthropod diversity","Topic 27: food, labelling, regulations, additives, packaged"
222,5,0.48551791624284907,"Topic 222: sponge, sponges, sponge species, hma, bacterial","Topic 5: waste, waste management, recycling, hazardous, disposal"
146,82,0.31273908532988615,"Topic 146: recycling, scrap, waste, material, eol","Topic 82: variety, plant, varieties, breeder, breeders"
524,97,0.3675458321521408,"Topic 524: afm, gy, jats bold, bold, atomic force","Topic 97: small, enterprises, fund, small medium, medium enterprises"
617,5,0.5196291761596549,"Topic 617: asr, geladas, mud, mud substrate, females","Topic 5: waste, waste management, recycling, hazardous, disposal"
265,89,0.3742823343558575,"Topic 265: mammals, small mammals, mammal, small mammal, small","Topic 89: information, access information, access, disclosure, right access"
557,97,0.48541396880841553,"Topic 557: goby, round, round goby, gobies, smallmouth bass","Topic 97: small, enterprises, fund, small medium, medium enterprises"
271,28,0.650450697587564,"Topic 271: genome, mb, chromosome, n50, assembled","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
223,66,0.18279130480358824,"Topic 223: green, urban, green spaces, spaces, ces","Topic 66: veterinary, veterinarian, veterinary services, veterinarians, registration"
645,28,0.4642354717390227,"Topic 645: cerrado, seed, cerrado jats, seedlings, italic cerrado","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
339,44,0.35458883112716677,"Topic 339: alpine, warming, meadow, plateau, alpine meadow","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
628,37,0.616513145995546,"Topic 628: mosquitofish, captive propagation, mosquitofish jats, guppy, igp","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
465,97,0.4797084095265977,"Topic 465: phytoplankton, phytoplankton community, phytoplankton biomass, hico, diel","Topic 97: small, enterprises, fund, small medium, medium enterprises"
525,27,0.299243398459622,"Topic 525: soil, restoration, soil indicators, indicators, alh","Topic 27: food, labelling, regulations, additives, packaged"
662,27,0.37742978679093253,,"Topic 27: food, labelling, regulations, additives, packaged"
661,5,0.5327709765461222,,"Topic 5: waste, waste management, recycling, hazardous, disposal"
305,66,0.7129054853330397,"Topic 305: bird, sec jats, jats sec, sec, birds","Topic 66: veterinary, veterinarian, veterinary services, veterinarians, registration"
538,37,0.4575106110354992,"Topic 538: bacterial, artificial fishery, intestines, bacterial microbiota, bacterial communities","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
487,36,0.39285929022147054,"Topic 487: inbreeding, inbreeding depression, depression, lt span, fitness","Topic 36: birds, migratory, wild birds, wild, duck"
622,27,0.37728832196406076,"Topic 622: amazonian, ade, amazonian tree, amazon, subregions","Topic 27: food, labelling, regulations, additives, packaged"
491,27,0.5525667526350164,"Topic 491: panda, giant, pandas, giant pandas, giant panda","Topic 27: food, labelling, regulations, additives, packaged"
344,7,0.33901514051449294,"Topic 344: crickets, males, male, cricket, females","Topic 7: nutrition, agriculture, food, sector, food security"
365,8,0.42874539796462774,"Topic 365: mastitis, cows, milk, udder, milking","Topic 8: land, registration, property, act, court"
555,97,0.4323967081551289,"Topic 555: 100g, leafy, lecithin, leafy vegetables, oil","Topic 97: small, enterprises, fund, small medium, medium enterprises"
552,28,0.40313841008353773,"Topic 552: hook, hooking, hooked, hooks, deep hooking","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
582,5,0.41809586784708647,"Topic 582: rodent, rodent community, desert, blackbrush, rodent disturbance","Topic 5: waste, waste management, recycling, hazardous, disposal"
446,28,0.3708704672286801,"Topic 446: cavities, cavity, nest boxes, boxes, nest","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
581,97,0.5173442511282477,"Topic 581: agave, aurea jats, aurea, italic aurea, cnm","Topic 97: small, enterprises, fund, small medium, medium enterprises"
506,97,0.5071839955617645,"Topic 506: rock, grouting, rock mass, pile, deformation","Topic 97: small, enterprises, fund, small medium, medium enterprises"
536,75,0.4998985965326097,"Topic 536: sludge, sewage sludge, sewage, bi, wastewater","Topic 75: hunting, game, game hunting, game animals, hunting licence"
629,59,0.6330150963443333,"Topic 629: dna jats, case dna, dna, case rna, rna jats","Topic 59: cooperative, cooperatives, operatives, societies, members"
654,5,0.5345934691684103,,"Topic 5: waste, waste management, recycling, hazardous, disposal"
377,34,0.45337703389465783,"Topic 377: lichen, lichens, lichen species, lichen communities, town","Topic 34: agricultural, farmers, purpose act, rural, contribute"
425,37,0.5107629172169103,"Topic 425: waste, pyrolysis, combustion, solid, msw","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
540,5,0.45866079708285806,"Topic 540: ants, leafcutter, ant, fungus, clade fungi","Topic 5: waste, waste management, recycling, hazardous, disposal"
462,44,0.4053891340951441,"Topic 462: genetic, urban, gene flow, landscape, connectivity","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
351,0,0.5266667033488152,"Topic 351: paradoxus jats, paradoxus, cerevisiae, yeast, cerevisiae jats","Topic 0: water, water resources, supply, water supply, resources"
488,6,0.3895503770541902,"Topic 488: allelopathy, allelopathic, germination, allelochemicals, extracts","Topic 6: plant, quarantine, plants, pests, phytosanitary"
317,5,0.4769594542020999,"Topic 317: carotenoid, pheomelanin, plumage, coloration, feathers","Topic 5: waste, waste management, recycling, hazardous, disposal"
601,59,0.4976254337784447,"Topic 601: em gt, lt em, em, lt, gt","Topic 59: cooperative, cooperatives, operatives, societies, members"
386,5,0.45841118899106853,"Topic 386: barcoding, barcode, barcodes, dna, bins","Topic 5: waste, waste management, recycling, hazardous, disposal"
419,28,0.5447042371389735,"Topic 419: coral, corals, reef, doc, fec13780","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
490,97,0.4757413832931584,"Topic 490: matk, barcode, barcodes, rbcl, dna barcode","Topic 97: small, enterprises, fund, small medium, medium enterprises"
656,97,0.5966686230687752,,"Topic 97: small, enterprises, fund, small medium, medium enterprises"
310,27,0.4716715820052209,"Topic 310: heat, evaporative, birds, thermoregulatory, temperatures","Topic 27: food, labelling, regulations, additives, packaged"
477,97,0.3274997691903103,"Topic 477: mistletoe, mistletoes, host, hosts, parasitized","Topic 97: small, enterprises, fund, small medium, medium enterprises"
483,78,0.6029642175271948,"Topic 483: compounds, methylisoxazol, reaction, chromen, nmr","Topic 78: investment, investors, investments, economic, investor"
393,27,0.3266542643481969,"Topic 393: oil, crude oil, crude, hydrocarbon, hydrocarbons","Topic 27: food, labelling, regulations, additives, packaged"
240,122,0.5808053218775864,"Topic 240: nutritional, food, protein, bears, intake","Topic 122: minnesota, public waters, chapter minnesota, minnesota statutes, drainage"
282,44,0.4845090269085486,"Topic 282: britain, british isles, isles, biological flora, habitat communities","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
453,97,0.4334752517935456,"Topic 453: wing, butterflies, colour, alba females, colour pattern","Topic 97: small, enterprises, fund, small medium, medium enterprises"
394,5,0.589510904838208,"Topic 394: ducks, wetland, waterbird, wetlands, duck","Topic 5: waste, waste management, recycling, hazardous, disposal"
531,10,0.40172504042177604,"Topic 531: seal, seals, ringed, saimaa, ringed seal","Topic 10: food, food safety, safety, food authority, standards"
426,92,0.19915850664802276,"Topic 426: idps, ukraine, territorial communities, territorial, agrarian potential","Topic 92: europe, social, crisis, cohesion, recovery"
580,5,0.5039313893048735,"Topic 580: ash, eab, planipennis jats, planipennis, eab jats","Topic 5: waste, waste management, recycling, hazardous, disposal"
296,27,0.36476168357085187,"Topic 296: resilience, restoration, trait, ecological resilience, trait based","Topic 27: food, labelling, regulations, additives, packaged"
273,27,0.5720163376289453,"Topic 273: waste, waste management, solid waste, msw, solid","Topic 27: food, labelling, regulations, additives, packaged"
166,77,0.33474735589896937,"Topic 166: spiders, spider, prey, web, predators","Topic 77: land, crown, lands, fence, crown lands"
636,82,0.29711690090892723,"Topic 636: sagebrush, bunchgrasses, native bunchgrasses, tridentata jats, tridentata","Topic 82: variety, plant, varieties, breeder, breeders"
354,27,0.36975392098652643,"Topic 354: noise, noise pollution, noise level, pollution, db","Topic 27: food, labelling, regulations, additives, packaged"
347,6,0.4017552450413636,"Topic 347: corporate, firms, disclosure, companies, esg","Topic 6: plant, quarantine, plants, pests, phytosanitary"
486,5,0.45058124479446676,"Topic 486: deep sea, tubeworms, regab, piscesae, piscesae jats","Topic 5: waste, waste management, recycling, hazardous, disposal"
638,94,0.3084107366766064,"Topic 638: melanogaster, melanogaster jats, simulans jats, simulans, italic melanogaster","Topic 94: carolina, south carolina, south, carolina code, code laws"
57,34,0.5873180514161402,"Topic 57: parasite, host, parasites, disease, transmission","Topic 34: agricultural, farmers, purpose act, rural, contribute"
634,28,0.45177625909136887,"Topic 634: vibrio, cholerae, cholerae jats, sp, vibrio sp","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
471,37,0.46143855625133123,"Topic 471: jats amp, amp nbsp, nbsp, nbsp jats, amp","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
331,73,0.6415821265127368,"Topic 331: paper published, published accessed, jats amendment, amendment paper, accessed","Topic 73: model, animals, animal, entry union, consignments"
547,28,0.5600335081029986,"Topic 547: carbon emissions, carbon, carbon neutrality, neutrality, carbon neutral","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
549,76,0.603516642151587,"Topic 549: hypervolume, hypervolumes, niche, kde, italic dimensional","Topic 76: dakota, south dakota, district, south, chief engineer"
635,28,0.3794562776054585,"Topic 635: waste, plastic, recycling, packaging, pet","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
651,97,0.3459389993611633,,"Topic 97: small, enterprises, fund, small medium, medium enterprises"
476,34,0.42213672207533964,"Topic 476: conspecific, cndd, density dependence, seedling, dependence","Topic 34: agricultural, farmers, purpose act, rural, contribute"
398,27,0.5178571664906102,"Topic 398: fedotova, dagestan, gall midges, gall, midges","Topic 27: food, labelling, regulations, additives, packaged"
285,31,0.496523028550786,"Topic 285: parasite, parasites, fish, parasite abundance, host","Topic 31: port, ports, maritime, navigation, vessels"
550,22,0.6715725791961299,"Topic 550: allochrony, winter populations, summer population, cactorum, allochronic","Topic 22: plastic, packaging, single use, use plastic, bags"
614,97,0.45705371892173186,"Topic 614: radiation, adaptive radiation, radiations, adaptive, diversification","Topic 97: small, enterprises, fund, small medium, medium enterprises"
450,27,0.44680450764612867,"Topic 450: professional, medical, students, educational, training","Topic 27: food, labelling, regulations, additives, packaged"
251,97,0.4611240569502807,"Topic 251: landscape, aesthetic, green, landscape ecology, urban","Topic 97: small, enterprises, fund, small medium, medium enterprises"
457,7,0.3468554522125898,"Topic 457: science, citizen, public, conservation, citizen science","Topic 7: nutrition, agriculture, food, sector, food security"
367,77,0.35638949475170784,"Topic 367: medicinal, javan deer, mushrooms, javan, plants","Topic 77: land, crown, lands, fence, crown lands"
587,97,0.46452510067774233,"Topic 587: seal, seals, harbour, harbour seals, harbor","Topic 97: small, enterprises, fund, small medium, medium enterprises"
368,97,0.4042723098800817,"Topic 368: girls, boys, schoolchildren, children, school children","Topic 97: small, enterprises, fund, small medium, medium enterprises"
275,89,0.17886061644908197,"Topic 275: vibration, vibration disease, jats bold, bold, vd","Topic 89: information, access information, access, disclosure, right access"
307,5,0.3933006834465691,"Topic 307: refugia, glacial, lgm, alps, nunatak","Topic 5: waste, waste management, recycling, hazardous, disposal"
469,28,0.4457919716168135,"Topic 469: urban, urban biodiversity, luxury effect, biodiversity, luxury","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
609,97,0.2394393176943554,"Topic 609: jec13107, jec13107 math, biocrust, biocrusts, graphic","Topic 97: small, enterprises, fund, small medium, medium enterprises"
288,27,0.5876513434673747,"Topic 288: coordination, coordinated development, coordinated, coupling coordination, development","Topic 27: food, labelling, regulations, additives, packaged"
514,44,0.49116304215401807,"Topic 514: forest restoration, restoration, timber, forest, atlantic forest","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
443,27,0.5392804509349581,"Topic 443: warming, soil respiration, soil, respiration, mbc","Topic 27: food, labelling, regulations, additives, packaged"
168,40,0.3616243518189671,"Topic 168: wetlands, wetland, jats roman, roman, slr","Topic 40: principal act, section, principal, regarding, words"
474,97,0.40531046140203636,"Topic 474: sulfate, bacteria, sulfate reducing, desulfuromonas, so42","Topic 97: small, enterprises, fund, small medium, medium enterprises"
382,46,0.561185305988599,"Topic 382: otolith, otoliths, sr, whitefish, sup sr","Topic 46: california, pest, agricultural code, california food, food agricultural"
543,44,0.4716040087747642,"Topic 543: xlink, 1002 ece3, org, ece3, 10 1002","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
404,75,0.4537772734824704,"Topic 404: polyploid, ploidy, polyploids, jats sc, sc","Topic 75: hunting, game, game hunting, game animals, hunting licence"
455,59,0.688716950363768,"Topic 455: dune, dunes, sand, coastal, surrogate wrack","Topic 59: cooperative, cooperatives, operatives, societies, members"
37,12,0.6396677317734716,"Topic 37: dung, beetle, beetles, dung beetle, dung beetles","Topic 12: covid 19, covid, 19, movement, essential"
606,97,0.4117878655705825,"Topic 606: replication, pseudoreplication, replicability, study replication, replication studies","Topic 97: small, enterprises, fund, small medium, medium enterprises"
511,7,0.45144303684135323,"Topic 511: pests, pest, native, invasive, non native","Topic 7: nutrition, agriculture, food, sector, food security"
576,64,0.37330255668578954,"Topic 576: mete, entropy, theory, antientropy, entropy theory","Topic 64: petroleum, gas, midstream, petroleum industry, petroleum products"
548,28,0.4638581898009151,"Topic 548: dispatchers, professional, jats bold, bold, sensory loads","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
528,28,0.39022851427444993,"Topic 528: lichen, photobionts, photobiont, mycobiont, lichens","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
607,97,0.5033851733636119,"Topic 607: fishing, catch, angler, stocking, angling","Topic 97: small, enterprises, fund, small medium, medium enterprises"
246,89,0.32844806497187723,"Topic 246: reviewers, author, peer review, journals, editors","Topic 89: information, access information, access, disclosure, right access"
493,82,0.3356736688502864,"Topic 493: hybrid, introgression, balsamifera jats, balsamifera, trichocarpa jats","Topic 82: variety, plant, varieties, breeder, breeders"
333,5,0.5464947322836566,"Topic 333: earthworms, earthworm, soil, earthworm species, invasive earthworms","Topic 5: waste, waste management, recycling, hazardous, disposal"
401,6,0.434808999981826,"Topic 401: oil palm, palm, oil, replanting, palm plantations","Topic 6: plant, quarantine, plants, pests, phytosanitary"
546,97,0.420472978776225,"Topic 546: subsidy, subsidies, nsp, food quality, consumer","Topic 97: small, enterprises, fund, small medium, medium enterprises"
545,97,0.48907484838792226,"Topic 545: regeneration, natural regeneration, seedling, restoration, seedlings","Topic 97: small, enterprises, fund, small medium, medium enterprises"
439,27,0.3239274260619223,"Topic 439: stata, biomedical, stata software, software, biomedical research","Topic 27: food, labelling, regulations, additives, packaged"
508,5,0.42287483121568176,"Topic 508: mfa, uncertainty, material flow, analysis mfa, material","Topic 5: waste, waste management, recycling, hazardous, disposal"
482,28,0.45657332103368564,"Topic 482: larval, connectivity, larvae, larval dispersal, cockle","Topic 28: chemicals, dangerous, substances, dangerous goods, chemical"
570,97,0.4479518307304664,"Topic 570: trait, trait values, detection filtering, rtry, trait environment","Topic 97: small, enterprises, fund, small medium, medium enterprises"
297,89,0.3420565851113678,"Topic 297: eeg, brain, p300, adolescents, theta","Topic 89: information, access information, access, disclosure, right access"
653,59,0.3315371925401876,,"Topic 59: cooperative, cooperatives, operatives, societies, members"
605,44,0.33344404216081075,"Topic 605: amber, mid cretaceous, cretaceous, fossil, extant","Topic 44: virginia, chapter code, code virginia, commonwealth, chapter"
